ORIG_FID,Flood_Sum,Aspect_Mea,Dem_Mean,Dem_Std,Slope_Mean,Impervious,WaterBody_,WorldPop_M,evp2021,pre2021,prs2021,rhu2021,Light_N,HenanPr,rain0715,rain0716,rain0717,rain0718,rain0719,rain0720,rain0721,rain0722,rain0723,rain0724,rain0725,Join_Count,FloodArea,Label,newLabel
0,374,168.3549957,285.526001,20.1369991,11.1535997,1898,0,0.607332,1237.459961,1295.5,983.8519897,60.2137985,1.21562,93.6179962,0,0,0,0,83.8013992,93.6179962,50.7215996,0,0,0,0,0,374,,
1,600,160.6119995,229.9859924,8.4051199,4.0057302,2169,0,6.0216198,1240.290039,1297.26001,985.5050049,60.1344986,1.64694,94.4798965,0,0,0,0,84.1031036,94.4798965,51.1174011,0,0,0,0,0,600,,
2,1,211.947998,444.480011,26.0695992,19.1772003,0,0,0,1210.02002,1244.140015,972.2290039,60.9804993,0.679778,107.4459991,0,0,0,0,67.8720016,107.4459991,49.612999,0,0,0,0,0,1,,
3,2,218.1150055,402.3380127,34.7829018,18.6690998,104,0,0,1210.810059,1250.219971,971.9639893,60.9612999,0.639382,105.947998,0,0,0,0,69.2923965,105.947998,49.5498009,0,0,0,0,0,2,,
4,0,196.6170044,475.3359985,56.2612991,22.7241993,126,0,0,1211.219971,1257.040039,971.3670044,60.9541016,0.600541,104.2509995,0,0,0,0,70.7450027,104.2509995,49.5136986,0,0,0,0,0,0,N,
5,238,220.1000061,540.0170288,62.8260002,27.0142002,0,0,0,1207.290039,1272.560059,966.8309937,61.0886002,0.615619,102.5550003,0,0,0,0,72.1976013,102.5550003,49.4775009,0,0,0,0,0,238,,
6,8,236.9680023,392.9670105,25.7882996,18.0983009,397,0,0,1203.660034,1287.479981,962.5679932,61.2136002,0.656548,100.8580017,0,0,0,0,73.6501999,100.8580017,49.4412994,0,0,0,0,0,8,,
7,185,193.927002,401.9190063,22.3964005,15.3903999,1347,0,0,1203.569946,1295.290039,961.5319824,61.2243004,0.617198,99.1617966,0,0,0,0,75.1027985,99.1617966,49.405201,0,0,0,0,0,185,,
8,113,142.2149963,464.3169861,38.8412018,21.3360004,367,0,0,1203.680054,1302.699951,960.677002,61.2285995,0.57216,97.4653015,0,0,0,0,76.555397,97.4653015,49.3689995,0,0,0,0,0,113,,
9,148,158.4790039,559.1810303,47.9048996,25.8943005,0,0,0,1206.140015,1305.400024,961.9550171,61.1576996,0.592485,95.7686996,0,0,0,0,78.0078964,95.7686996,49.3328018,0,0,0,0,0,148,,
10,101,257.9729919,310.9249878,19.6921997,8.4397202,56,0,0.69431,1215.51001,1179.859985,984.164978,60.7722015,0.912429,112.3219986,0,0,0,0,58.835701,112.3219986,50.8156013,0,0,0,0,0,#N/A,,
11,444,249.3860016,286.6539917,5.60745,2.8048301,674,20,4.7572298,1214.640015,1189.170044,982.3699951,60.8033981,1.1364501,111.625,0,0,0,0,60.1265984,111.625,50.6437988,0,0,0,0,0,444,,
12,72,192.7749939,308.8779907,13.6636,5.5792699,1736,2,5.8309999,1213.560059,1198.930054,980.3859863,60.8422012,1.07148,110.9290009,0,0,0,0,61.4174995,110.9290009,50.4720001,0,0,0,0,0,72,,
13,77,212.2910004,359.0450134,22.5659008,11.7186003,174,0,0.721088,1212.5,1208.640015,978.4320068,60.8801003,0.823636,110.2320023,0,0,0,0,62.7084007,110.2320023,50.3002014,0,0,0,0,0,77,,
14,359,216.8600006,375.3819885,26.8729,15.6599998,731,0,0,1211.819946,1217.630005,976.8189697,60.9067993,0.704817,109.5360031,0,0,0,0,63.9992981,109.5360031,50.1283989,0,0,0,0,0,359,,
15,256,203.3760071,441.8280029,29.8675995,18.6268005,198,0,0,1211.140015,1226.609985,975.2119751,60.9333992,0.699723,108.8389969,0,0,0,0,65.2901993,108.8389969,49.9566002,0,0,0,0,0,256,,
16,138,255.647995,433.6270142,33.5060005,15.7202997,126,0,0,1210.530029,1235.479981,973.6710205,60.9586983,0.696016,108.1419983,0,0,0,0,66.5811005,108.1419983,49.7848015,0,0,0,0,0,138,,
17,0,-1,94,0,0,0,643,0,1345.75,1360.410034,1003.400024,60.8891983,0.603082,100.7809982,0,0,0,24.8362007,87.0643997,100.7809982,47.5987015,0,0,0,0,0,0,N,
18,1161,123.0690002,95.9207993,1.64704,0.52548,0,0,0,1347.189941,1356.859985,1004.179993,60.8829994,0.628017,101.6910019,0,0,0,24.8577003,86.3377991,101.6910019,47.4557991,0,0,0,0,0,1161,,
19,1888,200.3359985,97.0441971,1.12256,0.742223,0,156,0,1347.680054,1355.23999,1004.109985,60.9070015,0.621734,102.6019974,0,0,0,24.8792992,85.6112976,102.6019974,47.3129005,0,0,0,0,0,#N/A,,
20,911,202.2850037,192.151001,13.0299997,13.7732,394,0,0,1332.439941,1392.640015,995.4949951,60.9846992,0.765099,100.7809982,0,0,0,24.7518005,90.450798,100.7809982,49.160099,0,0,0,0,0,911,,
21,1584,192.3280029,204.3589935,14.0719004,13.1715002,0,0,0,1331.660034,1393.5,994.257019,61.0535011,0.713448,100.2910004,0,0,0,24.7563992,90.1909027,100.2910004,48.9366989,0,0,0,0,0,1584,,
22,871,181.2599945,211.2489929,11.3522997,11.6547003,10,0,0,1331.079956,1393.959961,993.2009888,61.1152992,0.693372,99.8003006,0,0,0,24.7609997,89.9309998,99.8003006,48.7134018,0,0,0,0,0,871,,
23,582,184.0970001,227.9120026,9.2154903,8.8872204,230,0,1.04884,1330.800049,1393.810059,992.4249878,61.1669998,0.681967,99.3099976,0,0,0,24.7656002,89.6710968,99.3099976,48.4900017,0,0,0,0,0,582,,
24,389,191.4920044,232.75,23.7224007,12.0974998,1143,0,1.27382,1334.170044,1386.349976,994.9650269,61.0997009,0.668589,98.819603,0,0,0,24.7702007,89.4111023,98.819603,48.2667007,0,0,0,0,0,389,,
25,0,161.6710052,165.5209961,28.0937996,21.4419003,0,0,0,1337.550049,1378.890015,997.5079956,61.0321007,0.615121,98.3292999,0,0,0,24.7747993,89.1511993,98.3292999,48.0433998,0,0,0,0,0,0,N,
26,0,258.6940002,120.8939972,20.3412991,12.4547997,0,0,0,1340.969971,1371.359985,1000.090027,60.9626999,0.587556,98.9608994,0,0,0,24.7929993,88.5174026,98.9608994,47.8844986,0,0,0,0,0,0,N,
27,0,218.4960022,97.5100021,2.6905301,1.03818,0,749,0,1344.23999,1364.119995,1002.530029,60.8978996,0.578918,99.8711014,0,0,0,24.8146,87.7909012,99.8711014,47.7416,0,0,0,0,0,0,N,
28,15,139.8179932,127.6039963,0.631599,0.307517,442,0,3.2283299,1333.589966,1395.780029,1000.809998,60.5906982,1.08155,109.3860016,0,0,0,24.8507996,84.2068024,109.3860016,49.2515984,0,0,0,0,0,15,,
29,15,144.6380005,129.423996,1.16342,0.489478,1264,0,4.8824,1333.98999,1394.339966,1000.630005,60.6231995,1.04443,107.4319992,0,0,0,24.8129005,86.5488968,107.4319992,49.5582008,0,0,0,0,0,15,,
30,3,152.6390076,131.2740021,0.91104,0.367452,34,0,0.461232,1334.469971,1392.719971,1000.530029,60.6529007,0.97446,105.4779968,0,0,0,24.7749996,88.8908997,105.4779968,49.8647995,0,0,0,0,0,3,,
31,13,157.1679993,134.8049927,1.38214,0.569417,135,0,4.7402601,1334.920044,1391.160034,1000.400024,60.6833992,1.16594,103.5240021,0,0,0,24.7371006,91.2330017,103.5240021,50.1713982,0,0,0,0,0,13,,
32,5,164.9929962,139.1100006,1.1111799,0.515402,1480,0,11.3509998,1335.030029,1390.26001,999.9650269,60.7246017,1.50928,102.7419968,0,0,0,24.7332993,91.4905014,102.7419968,50.0533981,0,0,0,0,0,5,,
33,277,182.5820007,149.4420013,6.0380902,2.83234,2256,0,5.9964299,1335.060059,1389.52002,999.4559937,60.7682991,1.6113501,102.2519989,0,0,0,24.7378998,91.2305984,102.2519989,49.830101,0,0,0,0,0,277,,
34,300,178.4850006,166.2380066,5.6257901,4.8712502,193,0,0.515719,1334.150024,1390.640015,998.0980225,60.8419991,1.1714,101.762001,0,0,0,24.7425003,90.9707031,101.762001,49.6067009,0,0,0,0,0,300,,
35,805,210.1990051,177.5050049,9.6068602,8.6986904,766,0,0,1333.23999,1391.75,996.7490234,60.9152985,0.842193,101.2710037,0,0,0,24.7471008,90.7108002,101.2710037,49.3834,0,0,0,0,0,805,,
36,749,166.1869965,120.7969971,0.362977,0.294851,0,0,2.58213,1329.310059,1408.819946,1001.299988,60.3597984,2.13708,121.1360016,0,0,0,24.7392998,70.7097015,121.1360016,47.213501,0,0,0,0,0,749,,
37,613,128.7489929,120.052002,0.549476,0.271321,168,0,5.66043,1329.859985,1407.26001,1001.25,60.3885994,1.80445,122.4199982,0,0,0,25.0473003,68.6812973,122.4199982,47.1741982,0,0,0,0,0,613,,
38,12,151.3840027,121.1669998,0.317031,0.136104,104,0,4.2755799,1330.469971,1405.52002,1001.25,60.4154015,1.39217,121.1090012,0,0,0,25.0781994,70.1542969,121.1090012,47.4119987,0,0,0,0,0,12,,
39,2,162.7940063,122.3730011,0.583501,0.239603,473,0,4.5445399,1331.069946,1403.800049,1001.23999,60.4424019,1.12747,119.1549988,0,0,0,25.0403004,72.4963989,119.1549988,47.7186012,0,0,0,0,0,2,,
40,11,156.5240021,123.2850037,0.399925,0.200319,410,0,3.93138,1331.589966,1402.209961,1001.159973,60.4720001,1.13416,117.2009964,0,0,0,25.0023994,74.8384018,117.2009964,48.0251999,0,0,0,0,0,11,,
41,91,141.8739929,124.685997,0.587458,0.404314,941,0,6.2100401,1332.099976,1400.609985,1001.090027,60.5014,1.40898,115.2480011,0,0,0,24.9645004,77.1804962,115.2480011,48.3317986,0,0,0,0,0,91,,
42,240,114.322998,124.9140015,0.513811,0.23009,497,0,0.90634,1332.660034,1398.900024,1001.049988,60.5294991,1.3796999,113.2939987,0,0,0,24.9265995,79.5225983,113.2939987,48.638401,0,0,0,0,0,240,,
43,10,153.7169952,126.038002,0.45511,0.197805,0,0,0,1333.199951,1397.209961,1000.98999,60.5578003,1.1316,111.3399963,0,0,0,24.8887005,81.8647003,111.3399963,48.9449997,0,0,0,0,0,10,,
44,246,73.1640015,127.5699997,0.847113,0.330855,1750,0,12.3824997,1323.51001,1423.189941,1000.549988,60.1743011,1.89736,110.8710022,0,0,0,22.2747993,86.9368973,110.8710022,47.5278015,0,0,0,0,0,246,,
45,112,152.4219971,126.3320007,0.266954,0.146669,506,0,8.4750404,1324.349976,1421.290039,1000.729981,60.1935997,1.57648,112.1539993,0,0,0,22.5827999,84.9085007,112.1539993,47.4884987,0,0,0,0,0,112,,
46,122,173.1699982,125.2779999,1.15695,0.579308,373,0,6.8664498,1325.199951,1419.300049,1000.940002,60.2126007,1.42045,113.4380035,0,0,0,22.8908997,82.8800964,113.4380035,47.4491997,0,0,0,0,0,122,,
47,28,159.128006,124.4850006,0.882198,0.45769,1614,0,6.5879798,1326.040039,1417.339966,1001.130005,60.2319984,1.34919,114.7210007,0,0,0,23.1989994,80.8516998,114.7210007,47.4099007,0,0,0,0,0,28,,
48,9,137.6629944,124.1110001,0.360302,0.276244,598,0,4.1959,1326.709961,1415.650024,1001.179993,60.2570992,1.27542,116.0039978,0,0,0,23.507,78.8233032,116.0039978,47.3706017,0,0,0,0,0,9,,
49,162,153.852005,122.2720032,0.820784,0.549831,84,0,2.13412,1327.380005,1413.959961,1001.219971,60.2821007,1.33506,117.2870026,0,0,0,23.8150997,76.794899,117.2870026,47.3312988,0,0,0,0,0,162,,
50,143,214.6660004,121.9100037,0.898531,0.643755,1009,17,6.40874,1328.079956,1412.160034,1001.299988,60.3063011,1.72949,118.5699997,0,0,0,24.1231995,74.7665024,118.5699997,47.292099,0,0,0,0,0,143,,
51,1335,226.1690063,119.25,1.62547,1.18586,434,221,4.7565098,1328.76001,1410.380005,1001.359985,60.3307991,2.0238299,119.8529968,0,0,0,24.4312,72.7380981,119.8529968,47.2528,0,0,0,0,0,1335,,
52,150,59.2910004,144.3339996,2.1210001,1.10069,2440,0,19.1681004,1315.550049,1439.849976,997.9509888,60.0684013,3.7639899,105.9800034,0,0,0,21.2126007,92.6941986,105.9800034,49.0937004,0,0,0,0,0,150,,
53,58,143.2299957,141.1309967,0.826909,0.608279,2177,0,14.5937996,1316.869995,1437.26001,998.5640259,60.0699997,3.5053799,106.5169983,0,0,0,21.3258991,92.1202011,106.5169983,48.8805008,0,0,0,0,0,58,,
54,116,151.6349945,138.7489929,0.990072,0.440831,2069,0,13.4764004,1318.030029,1434.920044,999.0269775,60.0775986,3.5167301,107.0530014,0,0,0,21.4391003,91.5462036,107.0530014,48.6674004,0,0,0,0,0,116,,
55,51,264.256012,137.621994,0.450318,0.201511,1038,0,12.3886995,1319.160034,1432.640015,999.4689941,60.0859985,4.4735198,107.5899963,0,0,0,21.5524006,90.9720993,107.5899963,48.4542007,0,0,0,0,0,51,,
56,345,136.8379974,135.0579987,1.03613,0.410089,1714,0,12.3002996,1320,1430.849976,999.6560059,60.1041985,4.2740502,108.1269989,0,0,0,21.6657009,90.3981018,108.1269989,48.2411003,0,0,0,0,0,345,,
57,1183,236.6940002,132.7779999,0.857317,0.399385,1903,0,10.2259998,1320.849976,1429.060059,999.8499756,60.1222,3.7841301,108.663002,0,0,0,21.7789001,89.8240967,108.663002,48.0279007,0,0,0,0,0,1183,,
58,199,155.5670013,130.4309998,0.683723,0.27937,2112,0,13.665,1321.77002,1427.060059,1000.109985,60.1385002,3.15465,109.1999969,0,0,0,21.8922005,89.2500992,109.1999969,47.8148003,0,0,0,0,0,199,,
59,107,59.7815018,129.3009949,0.600087,0.268326,2411,0,13.9242001,1322.680054,1425.079956,1000.359985,60.1549988,2.4734199,109.7360001,0,0,0,22.0055008,88.6761017,109.7360001,47.6016006,0,0,0,0,0,107,,
60,535,67.8432007,186.3269958,2.4003401,1.07726,2245,0,15.9615002,1305.420044,1458.099976,993.5490112,60.0513,6.9359899,111.2060013,0,0,0,12.7363005,95.9488983,111.2060013,49.8578987,0,0,0,0,0,535,,
61,619,58.9990005,181.3840027,2.2755201,0.93452,2500,0,19.3117008,1306.939941,1455.540039,994.3200073,60.0439987,9.2552204,109.9110031,0,0,0,14.3057003,95.632103,109.9110031,49.8258018,0,0,0,0,0,619,,
62,112,79.1998978,173.1239929,1.8923399,0.921574,2096,0,15.8669996,1308.109985,1453.579956,994.7719727,60.0488014,8.13204,108.6169968,0,0,0,15.8751001,95.3153,108.6169968,49.7935982,0,0,0,0,0,112,,
63,182,170.7100067,168.598999,1.5080301,0.769116,2053,0,16.1877003,1309.27002,1451.609985,995.223999,60.0536995,5.5097599,107.322998,0,0,0,17.4445,94.9985962,107.322998,49.7613983,0,0,0,0,0,182,,
64,146,171.8600006,163.1029968,1.72677,0.792662,2500,0,18.3330002,1310.439941,1449.52002,995.6849976,60.0588989,3.9209199,106.0279999,0,0,0,19.0139008,94.6818008,106.0279999,49.7293015,0,0,0,0,0,146,,
65,33,155.1829987,156.0579987,2.5276101,1.31512,1962,0,13.2356997,1311.609985,1447.400024,996.1569824,60.0639,3.22543,104.7340012,0,0,0,20.5832005,94.365097,104.7340012,49.6971016,0,0,0,0,0,33,,
66,71,181.9550018,151.697998,2.1351199,1.76293,2134,0,12.5859003,1312.910034,1444.939941,996.7399902,60.0657005,3.32955,104.9069977,0,0,0,20.9860992,93.8422012,104.9069977,49.5199013,0,0,0,0,0,71,,
67,494,144.8529968,147.0379944,2.67029,1.60258,2274,0,18.0790997,1314.209961,1442.479981,997.3270264,60.0672989,3.6340599,105.4430008,0,0,0,21.0993004,93.2682037,105.4430008,49.3068008,0,0,0,0,0,494,,
68,188,114.7200012,259.677002,16.280899,10.7322998,2142,0,6.17309,1289.160034,1484.02002,983.7440186,60.2528,1.11936,118.2399979,0,0,0,3.53756,98.0547028,118.2399979,50.3557014,0,0,0,0,0,188,,
69,689,135.5249939,231.5899963,14.4275999,10.7566004,1440,0,9.20784,1294.01001,1475.48999,987.5159912,60.1351013,1.2293299,117.9840012,0,0,0,4.0577002,97.8718033,117.9840012,50.2484016,0,0,0,0,0,689,,
70,474,123.8669968,212.048996,11.9208002,9.7539797,1008,0,8.8704901,1296.180054,1472.160034,988.8619995,60.1048012,1.45737,117.7269974,0,0,0,4.5778399,97.6889038,117.7269974,50.1409988,0,0,0,0,0,474,,
71,102,108.8420029,217.3890076,9.8555603,6.1876702,627,0,10.1753998,1298.319946,1468.880005,990.1740112,60.0756989,1.74483,117.4710007,0,0,0,5.09798,97.5059967,117.4710007,50.033699,0,0,0,0,0,102,,
72,66,81.509201,213.6100006,5.53227,3.12467,1158,0,11.8919001,1300,1466.329956,991.0830078,60.0617981,1.79353,116.3830032,0,0,0,6.4587202,97.2158966,116.3830032,49.986599,0,0,0,0,0,66,,
73,300,200.2819977,200.0559998,10.6746998,6.1817598,423,0,11.5813999,1301.640015,1463.869995,991.9509888,60.0494995,2.1099701,115.0889969,0,0,0,8.0281096,96.8991013,115.0889969,49.9543991,0,0,0,0,0,300,,
74,359,118.0159988,190.8470001,6.3517098,4.0286598,1284,241,11.5650997,1302.73999,1462.319946,992.3339844,60.0550995,2.41013,113.7939987,0,0,0,9.5975103,96.5823975,113.7939987,49.9222984,0,0,0,0,0,359,,
75,397,96.4832001,189.3179932,1.4126199,1.04872,2294,0,16.4288998,1303.869995,1460.699951,992.75,60.0597,3.39046,112.5,0,0,0,11.1668997,96.2656021,112.5,49.8900986,0,0,0,0,0,397,,
76,127,148.8439941,229.7720032,9.5530005,5.6991901,1218,0,2.3524201,1285.579956,1478.27002,985.6389771,60.0612984,1.0485801,119.3690033,0,0,0,0,98.6051025,119.3690033,51.0145988,0,0,0,0,0,127,,
77,68,126.4970016,251.1809998,11.2199001,6.4950299,1166,0,2.2384701,1282.150024,1487.170044,981.8759766,60.2097015,1.00187,119.8820038,0,0,0,0,99.1837006,119.8820038,51.0738983,0,0,0,0,0,68,,
78,49,115.2990036,263.3359985,15.9004002,11.1668997,256,0,0,1279.670044,1493.979981,978.9719849,60.3280983,0.964685,119.7789993,0,0,0,0.416707,99.1521988,119.7789993,50.9996986,0,0,0,0,0,49,,
79,27,92.6829987,272.6839905,18.9689999,9.8731499,513,0,0,1277.449951,1500.229981,976.3150024,60.4378014,0.93955,119.5220032,0,0,0,0.936849,98.9692993,119.5220032,50.8923988,0,0,0,0,0,27,,
80,19,136.5059967,297.9320068,31.0384998,13.7132998,56,0,0,1278.459961,1499.839966,976.5819702,60.4436989,0.895035,119.2659988,0,0,0,1.45699,98.7863998,119.2659988,50.7849998,0,0,0,0,0,19,,
81,184,112.5510025,399.3529968,36.4468002,17.6466999,0,0,0,1279.550049,1499.25,976.9299927,60.4468002,0.896666,119.0100021,0,0,0,1.9771301,98.6035004,119.0100021,50.6777,0,0,0,0,0,184,,
82,127,161.2120056,338.4670105,29.5898991,14.3109999,486,0,0,1281.699951,1496.349976,978.2449951,60.4160004,0.971938,118.7529984,0,0,0,2.4972701,98.4206009,118.7529984,50.5704002,0,0,0,0,0,127,,
83,426,198.8910065,277.5150146,17.3911991,12.0627003,361,0,0,1284.079956,1492.979981,979.7680054,60.3778992,1.04186,118.4970016,0,0,0,3.0174201,98.2376022,118.4970016,50.4630013,0,0,0,0,0,426,,
84,522,205.5549927,258.9570007,16.5550003,11.2115002,435,0,0,1276.609985,1476.130005,982.8640137,60.0640984,1.17586,115.2649994,0,0,0,0,93.9764023,115.2649994,50.5401993,0,0,0,0,0,522,,
85,673,129.7369995,254.1239929,12.9633999,5.6930699,2336,0,3.8963399,1277.439941,1477.439941,982.934021,60.0718994,1.28427,115.7779999,0,0,0,0,94.5550003,115.7779999,50.5994987,0,0,0,0,0,673,,
86,647,186.2019958,251.0679932,4.2140002,3.24069,1965,0,1.69238,1279.73999,1475.589966,984.3389893,60.0327988,1.35604,116.2910004,0,0,0,0,95.1335983,116.2910004,50.6587982,0,0,0,0,0,647,,
87,258,161.6260071,239.3009949,5.7800398,3.2109699,2349,0,6.4891901,1282,1473.800049,985.7109985,59.9949989,1.22663,116.8040009,0,0,0,0,95.7121964,116.8040009,50.7181015,0,0,0,0,0,258,,
88,162,154.151001,230.5579987,9.8558302,6.6357098,1095,0,7.7152901,1283.790039,1472.719971,986.6699829,59.9726982,1.43207,117.3170013,0,0,0,0,96.2907028,117.3170013,50.777401,0,0,0,0,0,162,,
89,156,212.7279968,219.1029968,5.4436402,3.6224599,1627,10,13.8640003,1285.599976,1471.599976,987.6409912,59.9500999,1.52238,117.8300018,0,0,0,0,96.8693008,117.8300018,50.8367004,0,0,0,0,0,156,,
90,98,154.0679932,209.0630035,4.9258099,3.0585699,1408,927,6.2035198,1287.550049,1469.979981,988.75,59.9234009,1.22975,118.3430023,0,0,0,0,97.4478989,118.3430023,50.8959999,0,0,0,0,0,98,,
91,164,130.8110046,206.4850006,10.6655998,5.8146,1124,0,1.41737,1289.079956,1469.189941,989.4749756,59.9104004,1.0903,118.8560028,0,0,0,0,98.0264969,118.8560028,50.9552994,0,0,0,0,0,164,,
92,20,193.8860016,419.6149902,29.8920994,20.8661003,383,0,8.6412401,1253.910034,1494.089966,967.8640137,60.5345993,0.737577,110.6969986,0,0,0,5.0651898,88.6625977,110.6969986,51.3162003,0,0,0,0,0,20,,
93,91,124.0210037,372.7170105,41.3586998,19.0851994,483,0,8.3925104,1253.73999,1498.319946,966.9949951,60.5718994,0.726577,111.2740021,0,0,0,4.3615799,89.3364029,111.2740021,51.2018013,0,0,0,0,0,91,,
94,38,220.0930023,344.9190063,23.9550991,11.6886997,899,0,3.40873,1258.560059,1492.339966,970.664978,60.4478989,0.743428,111.8519974,0,0,0,3.65797,90.0101013,111.8519974,51.0873985,0,0,0,0,0,38,,
95,0,229.852005,373.8299866,27.9085999,18.0471992,5,0,0,1263.130005,1486.869995,974.0960083,60.3325005,0.811406,112.4290009,0,0,0,2.95436,90.6838989,112.4290009,50.9729996,0,0,0,0,0,0,N,
96,589,177.8639984,394.0039978,26.9461994,17.5814991,1154,0,0.865431,1264.540039,1487.469971,974.6829834,60.3195992,1.19496,113.0070038,0,0,0,2.2507501,91.3575974,113.0070038,50.8586006,0,0,0,0,0,589,,
97,232,167.3639984,334.5870056,26.4137993,14.5354004,1372,0,0,1266.23999,1487.5,975.5239868,60.2979012,1.71632,113.5839996,0,0,0,1.54714,92.0314026,113.5839996,50.7442017,0,0,0,0,0,232,,
98,389,225.125,300.3540039,22.9146996,12.1577997,1578,0,0,1271.23999,1480.709961,979.3670044,60.1697006,1.53487,114.1620026,0,0,0,0.84353,92.705101,114.1620026,50.6297989,0,0,0,0,0,389,,
99,468,245.4369965,274.7290039,22.5671997,12.7456999,332,0,0,1275.910034,1474.569946,982.90802,60.0523987,1.1022,114.7389984,0,0,0,0.139919,93.3788986,114.7389984,50.5153999,0,0,0,0,0,468,,
100,32,209.371994,373.4500122,15.1127005,7.1633,5,0,10.0754004,1258.699951,1449.680054,978.0789795,60.1389008,1.27237,107.012001,0,0,0,10.3982,87.5466003,107.012001,52.8203011,0,0,0,0,0,32,,
101,515,239.2019958,372.0509949,19.1840992,9.3126602,304,6,10.4716997,1256.949951,1457.959961,975.7470093,60.2237015,1.0700901,107.4089966,0,0,0,9.7515001,87.398201,107.4089966,52.5926018,0,0,0,0,0,515,,
102,40,194.2769928,373.4649963,12.1541004,8.46943,725,0,10.4132004,1253.98999,1468.479981,972.3189697,60.3488998,1.12483,107.8069992,0,0,0,9.1048002,87.2499008,107.8069992,52.3650017,0,0,0,0,0,40,,
103,108,192.8869934,410.5010071,17.6172009,10.3442001,1790,0,10.1556997,1251.400024,1478.23999,969.2199707,60.4622993,1.1678801,108.2050018,0,0,0,8.4581099,87.1015015,108.2050018,52.1372986,0,0,0,0,0,108,,
104,199,219.6170044,388.098999,17.2709007,11.5403004,1681,0,10.1042004,1253.099976,1479.199951,970.0310059,60.4371986,1.12008,108.6029968,0,0,0,7.81141,86.9532013,108.6029968,51.9095993,0,0,0,0,0,199,,
105,564,195.5429993,398.4840088,22.0107002,17.2574005,458,0,9.3783102,1254.660034,1480.410034,970.7180176,60.4165001,1.00899,109,0,0,0,7.16471,86.8049011,109,51.6819992,0,0,0,0,0,564,,
106,265,246.4850006,429.8410034,40.5581017,19.2374992,619,0,8.9316196,1254.599976,1484.670044,969.9349976,60.449501,0.838932,109.5419998,0,0,0,6.4724102,87.3151016,109.5419998,51.5451012,0,0,0,0,0,265,,
107,73,252.6660004,477.2539978,60.0453987,28.0352001,206,0,8.5404997,1254.5,1489,969.1160278,60.483799,0.752454,110.1190033,0,0,0,5.7687998,87.9888992,110.1190033,51.4305992,0,0,0,0,0,73,,
108,154,174.9889984,268.4609985,3.3452899,2.4084201,502,0,3.3879099,1259.73999,1405.599976,985.1939697,59.895401,13.7221003,103.3130035,0,0,0,9.18365,91.3181992,103.3130035,52.8445015,0,0,0,0,0,154,,
109,425,201.2299957,278.5830078,5.5675998,2.69578,820,0,1.19521,1259.839966,1411.099976,984.4940186,59.9161987,11.6823997,103.8730011,0,0,0,10.5340004,90.3618011,103.8730011,53.1786995,0,0,0,0,0,425,,
110,80,230.3869934,289.3340149,2.9239099,1.44354,984,0,1.39933,1259.869995,1416.52002,983.7399902,59.9403,6.1205001,104.4319992,0,0,0,11.8843002,89.4054031,104.4319992,53.5127983,0,0,0,0,0,80,,
111,73,214.4629974,295.0230103,2.6217899,1.61608,1027,0,4.8366399,1259.920044,1421.880005,983.007019,59.9637985,7.41539,104.9909973,0,0,0,13.2346001,88.4489975,104.9909973,53.8469009,0,0,0,0,0,73,,
112,121,225.9669952,301.9869995,4.6807299,2.4361,454,0,9.1094198,1260.219971,1426.540039,982.5050049,59.9804001,10.8362999,105.4209976,0,0,0,12.9849997,88.1399002,105.4209976,53.730999,0,0,0,0,0,121,,
113,8,203.6119995,307.1029968,4.30581,2.0487101,1550,0,13.0608997,1260.48999,1431.229981,981.9829712,59.9977989,7.6388602,105.8190002,0,0,0,12.3382998,87.9916,105.8190002,53.5032997,0,0,0,0,0,8,,
114,150,190.5800018,323.5830078,6.14112,2.6254001,2200,0,16.0984993,1260.479981,1436.290039,981.2080078,60.0256004,4.2565098,106.2160034,0,0,0,11.6915998,87.8432999,106.2160034,53.2756004,0,0,0,0,0,150,,
115,187,212.3130035,339.1130066,7.2291698,3.1577899,1616,0,13.8725996,1260.339966,1441.589966,980.3189697,60.0574989,2.22053,106.6139984,0,0,0,11.0448999,87.6949005,106.6139984,53.0480003,0,0,0,0,0,187,,
116,284,91.2078018,228.0570068,3.03073,1.31253,2477,0,20.9372005,1254.380005,1367.099976,986.8220215,59.898201,2.6871901,99.3659973,0,0,0,0,96.6214981,99.3659973,50.9360008,0,0,0,0,0,284,,
117,469,167.6860046,233.0249939,8.3889799,3.2704101,2494,0,17.8339005,1255.699951,1371.01001,987.1879883,59.8744011,3.5748999,99.4860001,0,0,0,0,97.623497,99.4860001,50.6324005,0,0,0,0,0,469,,
118,143,246.1119995,243.8860016,5.7718,2.2107301,1646,0,18.5524998,1256.719971,1375.359985,987.2890015,59.8614006,5.0723,99.957901,0,0,0,1.08179,97.0566025,99.957901,50.8398018,0,0,0,0,0,143,,
119,144,236.5700073,247.7830048,2.54146,1.32493,1132,0,3.67258,1257.680054,1379.800049,987.3410034,59.8502998,6.34938,100.5169983,0,0,0,2.4321001,96.1001968,100.5169983,51.1739006,0,0,0,0,0,144,,
120,71,240.2769928,249.7400055,3.9391999,2.34038,236,0,0.853646,1257.98999,1385.349976,986.8120117,59.8614998,5.6017199,101.0759964,0,0,0,3.7824099,95.1437988,101.0759964,51.5079994,0,0,0,0,0,71,,
