ORIG_FID,Flood_Sum,Aspect_Mea,Dem_Mean,Dem_Std,Slope_Mean,Impervious,WaterBody_,WorldPop_M,evp2021,pre2021,prs2021,rhu2021,Light_N,HenanPr,rain0715,rain0716,rain0717,rain0718,rain0719,rain0720,rain0721,rain0722,rain0723,rain0724,rain0725,Join_Count,FloodArea,Label,newLabel
5284,49,265.5490112,199.3619995,9.1917496,4.8926601,14,0,6.94138,1234.76001,1345.589966,991.6430054,60.7291985,1.49174,116.5839996,0,0,0,14.1889,86.1520004,116.5839996,58.0550995,0,0,0,0,0,49,,
5285,54,221.1130066,205.3710022,5.1547899,2.88025,904,0,9.4342403,1235.920044,1350.199951,991.8859863,60.7010994,1.67011,118.1429977,0,0,0,13.3495998,86.6014023,118.1429977,58.2397995,0,0,0,0,0,54,,
5286,440,168.3480072,197.6450043,12.4197998,6.9341502,1944,0,6.0173202,1221.050049,1272.430054,990.8920288,61.0976982,1.19699,105.8669968,0,0,0,0.167603,96.7558975,105.8669968,56.8352013,0,0,0,0,0,440,,
5287,112,142.9170074,187.3309937,10.1662998,4.6858501,2495,0,9.1196804,1222.380005,1277.069946,991.2440186,61.0569992,1.14202,106.3099976,0,0,0,1.5496,95.8226013,106.3099976,56.8848,0,0,0,0,0,112,,
5288,152,165.6860046,192.3289948,6.5857701,4.7662101,715,0,8.6354704,1223.75,1281.650024,991.6259766,61.0153008,1.2325701,106.7829971,0,0,0,3.27039,94.5856018,106.7829971,56.9356003,0,0,0,0,0,152,,
5289,233,207.1419983,191.5399933,4.70924,3.43222,1778,0,12.2859001,1225.48999,1285.439941,992.3579712,60.9622993,1.96225,107.2549973,0,0,0,4.9911799,93.3486023,107.2549973,56.9864998,0,0,0,0,0,233,,
5290,166,219.595993,178.5829926,5.5468502,2.61321,2479,21,15.8729,1227.209961,1289.290039,993.065979,60.910099,2.608,107.7279968,0,0,0,6.7119598,92.1116028,107.7279968,57.0373993,0,0,0,0,0,166,,
5291,69,139.7769928,173.0540009,2.3069501,1.69274,1425,0,17.0695,1228.619995,1293.729981,993.5,60.8689003,2.3889799,108.1999969,0,0,0,8.4327497,90.8746033,108.1999969,57.0882988,0,0,0,0,0,69,,
5292,246,118.9020004,170.7409973,3.0018301,1.74765,1883,0,21.6881008,1230.060059,1298.099976,993.9630127,60.8266983,2.24578,108.6719971,0,0,0,10.1534996,89.6376038,108.6719971,57.1391983,0,0,0,0,0,246,,
5293,369,83.1099014,159.8470001,7.76509,2.7063799,397,0,16.8208008,1231.859985,1301.689941,994.7680054,60.7734985,2.0527401,109.1449966,0,0,0,11.8743,88.4005966,109.1449966,57.1899986,0,0,0,0,0,369,,
5294,66,163.0359955,336.4559937,33.2687988,13.3275003,540,0,0.213204,1200.780029,1254.410034,979.5109863,61.7514,0.619404,103.2480011,0,0,0,0.0308001,94.4332962,103.2480011,56.4818001,0,0,0,0,0,66,,
5295,94,248.8710022,342.8970032,27.7406998,11.7473001,799,0,0,1203.569946,1256.130005,981.1569824,61.6599998,0.605652,103.5759964,0,0,0,0.0479004,94.7236023,103.5759964,56.526001,0,0,0,0,0,94,,
5296,80,146.0249939,283.9419861,13.3087997,10.1131001,941,0,0,1206.349976,1257.890015,982.7919922,61.5690994,0.628658,103.9029999,0,0,0,0.0650008,95.0139008,103.9029999,56.5702019,0,0,0,0,0,80,,
5297,60,157.6970062,309.8160095,13.7916002,9.3950195,2105,0,0,1208.98999,1259.939941,984.302002,61.4836006,0.662,104.2300034,0,0,0,0.0821011,95.3042984,104.2300034,56.6142998,0,0,0,0,0,60,,
5298,51,149.2480011,282.6329956,17.4811001,10.6954002,2183,0,0,1211.569946,1262.089966,985.7709961,61.3997002,0.693322,104.5579987,0,0,0,0.0992014,95.5945969,104.5579987,56.6585007,0,0,0,0,0,51,,
5299,40,146.3289948,259.1759949,11.5495005,6.42834,1634,0,0.59555,1213.599976,1265.359985,986.7379761,61.3348007,0.776102,104.8850021,0,0,0,0.116302,95.884903,104.8850021,56.7027016,0,0,0,0,0,40,,
5300,132,152.4779968,234.0650024,14.1849003,8.8483105,315,0,1.10174,1215.680054,1268.52002,987.7550049,61.2681999,0.874009,105.211998,0,0,0,0.133402,96.1752014,105.211998,56.7468987,0,0,0,0,0,132,,
5301,187,116.6269989,219.4210052,16.5,7.9572301,1254,0,5.1975002,1218.420044,1270.369995,989.3729858,61.1810989,1.02358,105.5400009,0,0,0,0.150502,96.4655991,105.5400009,56.7910004,0,0,0,0,0,187,,
5302,5,134.5279999,418.0119934,61.3572998,23.7996998,200,0,0,1170.290039,1257.540039,959.0560303,62.7635002,0.480697,108.697998,0,0,0,0,87.944397,108.697998,55.4352989,0,0,0,0,0,5,,
5303,132,117.7600021,329.3150024,19.1562996,13.4596996,1717,12,0,1178.209961,1248.859985,965.3319702,62.5024986,0.528892,107.7229996,0,0,0,0,88.9067993,107.7229996,55.591301,0,0,0,0,0,132,,
5304,105,137.4499969,309.92099,22.5202999,13.5746002,418,0,0,1185.930054,1240.589966,971.4260254,62.2481003,0.556104,106.7490005,0,0,0,0,89.8693008,106.7490005,55.7472992,0,0,0,0,0,105,,
5305,173,174.4360046,271.9070129,14.9207001,11.6232004,2192,0,0,1191.26001,1237.140015,975.3549805,62.0718994,0.57181,105.7750015,0,0,0,0,90.8317032,105.7750015,55.9033012,0,0,0,0,0,173,,
5306,117,140.7850037,269.5310059,16.5888996,10.3694,1799,0,0,1196.290039,1234.300049,979.0120239,61.9056015,0.577468,104.8010025,0,0,0,0,91.7940979,104.8010025,56.0592995,0,0,0,0,0,117,,
5307,104,104.4349976,291.1059875,14.3505001,10.4516001,1416,0,0,1197.76001,1238.630005,979.4450073,61.8554001,0.550219,103.8270035,0,0,0,0,92.7565002,103.8270035,56.2151985,0,0,0,0,0,104,,
5308,197,158.2680054,257.8789978,16.8029995,11.3055,1247,0,1.43633,1199.170044,1243.060059,979.8270264,61.8072014,0.57984,102.8529968,0,0,0,0,93.7190018,102.8529968,56.3712006,0,0,0,0,0,197,,
5309,244,155.5010071,289.4159851,15.6005001,10.4791002,1230,0,2.89046,1199.890015,1248.900024,979.5960083,61.7818985,0.644911,102.9209976,0,0,0,0.0136998,94.1428986,102.9209976,56.4375992,0,0,0,0,0,244,,
5310,0,166.973999,540.2150269,36.7778015,24.2001991,0,0,0,1173.959961,1243.069946,963.2990112,62.6493988,0.476914,109.6719971,0,0,0,0,86.9820023,109.6719971,55.2793999,0,0,0,0,0,#N/A,,
5311,0,128.9759979,93.9064026,0.650844,0.349818,0,2489,0,1324.920044,1392.98999,1004.640015,61.6136017,1.19031,91.2690964,0,0,0,18.8799992,83.9082031,91.2690964,44.6758995,0,0,0,0,0,#N/A,,
5312,701,177.5839996,153.7059937,5.8680601,5.21386,106,0,0,1315.25,1419.660034,999.9089966,61.5523987,1.40509,97.0699997,0,0,0,18.0842991,80.6507034,97.0699997,45.3736,0,0,0,0,0,701,,
5313,772,175.3300018,164.151001,8.4266901,7.0829902,739,0,0,1314.630005,1419.939941,998.835022,61.6202011,1.22586,95.7099991,0,0,0,18.9074993,80.7885971,95.7099991,45.3437996,0,0,0,0,0,772,,
5314,687,183.3639984,175.8630066,8.6396904,7.0837102,423,0,0.914366,1313.560059,1421.140015,997.3590088,61.7020988,1.24844,94.3500977,0,0,0,19.7306004,80.9264984,94.3500977,45.3139,0,0,0,0,0,687,,
5315,619,161.9799957,173.1880035,17.0394001,13.9745998,557,0,1.9692,1312.75,1421.829956,996.1079712,61.7759018,1.62094,92.990097,0,0,0,20.5538006,81.0643005,92.990097,45.2840996,0,0,0,0,0,619,,
5316,1076,186.5070038,131.647995,24.7854004,14.2552004,2130,0,3.9756501,1314.880005,1416.640015,997.5410156,61.7535019,2.3390601,92.4776001,0,0,0,20.4109001,81.5616989,92.4776001,45.1776009,0,0,0,0,0,1076,,
5317,248,124.3499985,98.7155991,5.29669,3.70154,1236,1195,0,1317.140015,1411.199951,999.0859985,61.7271004,2.0234301,92.175499,0,0,0,20.0282001,82.1483002,92.175499,45.0522003,0,0,0,0,0,248,,
5318,128,129.1799927,95.5081024,3.0976601,1.1975,310,1083,0,1320.869995,1402.859985,1001.960022,61.6529007,1.26645,91.8732986,0,0,0,19.6455002,82.7350006,91.8732986,44.9267998,0,0,0,0,0,128,,
5319,0,11.724,93.0271988,0.139714,0.0346879,0,2500,0,1324.339966,1395.01001,1004.609985,61.5864983,0.909502,91.5711975,0,0,0,19.2628002,83.3216019,91.5711975,44.8013,0,0,0,0,0,0,N,
5320,39,206.2559967,111.6100006,0.831639,0.3306,0,0,1.61457,1313.890015,1430.109985,1002.820007,61.2112999,3.06353,107.6289978,0,0,0,11.1301003,79.3264008,107.6289978,45.2944984,0,0,0,0,0,39,,
5321,23,183.8190002,115.6240005,1.70976,0.679892,1155,0,9.8156004,1314.23999,1428.469971,1002.609985,61.2486,7.2151999,106.5370026,0,0,0,12.2609997,79.6490021,106.5370026,45.5298996,0,0,0,0,0,23,,
5322,253,179.8130035,112.9990005,6.43542,3.0939,2263,0,12.3610001,1314.930054,1426.119995,1002.710022,61.274601,9.2826004,105.2300034,0,0,0,13.1452999,79.8236008,105.2300034,45.5527992,0,0,0,0,0,253,,
5323,654,199.3070068,105.5429993,3.2160399,1.85682,2281,34,6.9186401,1315.589966,1423.819946,1002.789978,61.3013992,6.8942299,103.8700027,0,0,0,13.9685001,79.9615021,103.8700027,45.5229988,0,0,0,0,0,654,,
5324,351,159.6450043,113.8880005,6.76581,4.2383499,831,69,1.29219,1315.98999,1422.050049,1002.640015,61.3367004,3.7298601,102.5100021,0,0,0,14.7916002,80.0992966,102.5100021,45.4930992,0,0,0,0,0,351,,
5325,487,189.5910034,127.538002,4.1236401,3.49474,502,0,0,1316.339966,1420.380005,1002.440002,61.3736,1.97422,101.1500015,0,0,0,15.6148005,80.2371979,101.1500015,45.4631996,0,0,0,0,0,487,,
5326,419,216.5149994,138.8509979,5.3957601,3.5731499,1043,0,0.879478,1316.099976,1419.890015,1001.700012,61.4292984,1.54237,99.7900009,0,0,0,16.4379997,80.375,99.7900009,45.4333992,0,0,0,0,0,419,,
5327,391,203.798996,146.6970062,6.7003498,5.4194198,552,0,3.11725,1315.829956,1419.449951,1000.950012,61.4859009,1.54111,98.4300003,0,0,0,17.2611008,80.5129013,98.4300003,45.4034996,0,0,0,0,0,391,,
5328,153,199.3860016,104.6930008,0.722121,0.510373,2441,0,13.4827995,1309.670044,1445.800049,1003.25,60.9606018,2.82828,116.3700027,0,0,0,2.08338,76.7453995,116.3700027,43.4110985,0,0,0,0,0,153,,
5329,23,114.6949997,104.3960037,0.329555,0.181517,1381,0,6.7856498,1310.25,1443.800049,1003.229981,60.9901009,2.5272901,115.2779999,0,0,0,3.21422,77.0681,115.2779999,43.6464996,0,0,0,0,0,23,,
5330,107,134.9989929,103.9499969,0.654406,0.305041,1221,0,8.48878,1310.959961,1441.51001,1003.340027,61.0154991,2.5952499,114.1849976,0,0,0,4.3450599,77.3907013,114.1849976,43.8819008,0,0,0,0,0,107,,
5331,43,192.3500061,103.7910004,0.579411,0.278568,325,0,6.1795602,1311.650024,1439.25,1003.429993,61.0415001,3.2178299,113.0930023,0,0,0,5.4759102,77.7133026,113.0930023,44.1174011,0,0,0,0,0,43,,
5332,112,134.1260071,105.6930008,0.476282,0.290824,153,0,9.6185799,1312.150024,1437.359985,1003.349976,61.0740013,4.1151099,112,0,0,0,6.60675,78.0358963,112,44.3527985,0,0,0,0,0,112,,
5333,74,187.2169952,106.1790009,0.391264,0.217915,176,0,8.8612299,1312.640015,1435.459961,1003.26001,61.1066017,3.5329199,110.9069977,0,0,0,7.7375898,78.3584976,110.9069977,44.5881996,0,0,0,0,0,74,,
5334,48,208.5070038,107.7959976,0.755688,0.334895,313,0,0.416285,1313.109985,1433.569946,1003.169983,61.1395988,3.0572901,109.8150024,0,0,0,8.8684301,78.6811981,109.8150024,44.8237,0,0,0,0,0,48,,
5335,68,212.9389954,109.6669998,0.730635,0.304689,0,0,0.869611,1313.579956,1431.699951,1003.059998,61.1730995,2.5239501,108.7220001,0,0,0,9.99928,79.0037994,108.7220001,45.0591011,0,0,0,0,0,68,,
5336,396,109.4960022,105.7259979,0.650048,0.271875,1474,0,19.9461002,1304.420044,1462.02002,1002.859985,60.7504997,9.54636,108.2369995,0,0,0,0.32981,81.7406006,108.2369995,42.9474983,0,0,0,0,0,396,,
5337,377,78.2136993,105.447998,0.508831,0.207601,2221,0,20.3325005,1305.130005,1460.030029,1002.940002,60.7742996,10.9175997,109.487999,0,0,0,0.447552,81.0109024,109.487999,42.9856987,0,0,0,0,0,377,,
5338,333,87.3684006,104.2819977,1.26051,0.573718,2228,0,19.9374008,1305.77002,1458.099976,1002.969971,60.8007011,9.5397596,110.7399979,0,0,0,0.565293,80.2810974,110.7399979,43.0238991,0,0,0,0,0,333,,
5339,205,136.7160034,102.322998,1.3584599,0.5678,2328,0,12.6111002,1306.410034,1456.150024,1003.01001,60.8269005,6.57862,111.9909973,0,0,0,0.683035,79.5513,111.9909973,43.0620995,0,0,0,0,0,205,,
5340,406,124.7580032,103.1699982,1.65403,0.907891,2471,0,7.7705698,1307.160034,1453.939941,1003.140015,60.850399,5.0043101,113.2429962,0,0,0,0.800776,78.8215027,113.2429962,43.1002998,0,0,0,0,0,406,,
5341,618,175.1380005,102.7580032,1.40091,0.942535,2309,0,8.9055099,1307.890015,1451.75,1003.26001,60.8741989,4.0335002,114.4940033,0,0,0,0.918517,78.0916977,114.4940033,43.1385002,0,0,0,0,0,618,,
5342,92,189.0570068,104.0979996,0.562683,0.326518,354,0,4.9649601,1308.5,1449.76001,1003.27002,60.9025002,3.3512499,115.7450027,0,0,0,1.03626,77.3619003,115.7450027,43.1767006,0,0,0,0,0,92,,
5343,174,119.1959991,103.5319977,0.421549,0.190206,319,0,6.03792,1309.099976,1447.77002,1003.27002,60.9309006,3.1301,116.9970016,0,0,0,1.154,76.632103,116.9970016,43.214901,0,0,0,0,0,174,,
5344,279,140.7920074,117.0950012,0.298973,0.15893,2500,0,20.4032001,1297.829956,1478.329956,1001.390015,60.6016998,10.0763998,106.2979965,0,0,0,0,86.0082016,106.2979965,43.7316017,0,0,0,0,0,279,,
5345,204,75.0874023,115.2340012,0.824815,0.313255,2500,0,19.0596008,1298.839966,1476.130005,1001.729981,60.6128006,11.7439003,105.9970016,0,0,0,0,85.5804977,105.9970016,43.5601997,0,0,0,0,0,204,,
5346,175,155.397995,113.302002,0.466365,0.251298,2327,0,21.9507008,1299.709961,1474.099976,1001.950012,60.6291008,15.0487003,105.6959991,0,0,0,0,85.1529007,105.6959991,43.3888016,0,0,0,0,0,175,,
5347,333,97.7067032,111.4160004,1.09385,0.511768,2060,26,24.5333996,1300.579956,1472.060059,1002.179993,60.6455002,24.3250999,105.3939972,0,0,0,0,84.7251968,105.3939972,43.2173996,0,0,0,0,0,333,,
5348,322,126.3619995,108.237999,1.00372,0.562036,2436,64,24.4417992,1301.449951,1469.930054,1002.400024,60.6627007,28.9876003,105.0930023,0,0,0,0,84.2975998,105.0930023,43.0460014,0,0,0,0,0,322,,
5349,833,139.4349976,107.1800003,0.484032,0.293377,1785,526,17.4043999,1302.300049,1467.819946,1002.609985,60.6805,21.3715992,104.7910004,0,0,0,0,83.8699036,104.7910004,42.8745995,0,0,0,0,0,833,,
5350,227,161.9470062,106.6029968,0.671537,0.382404,2257,155,14.9658003,1303,1465.930054,1002.690002,60.703701,16.8551998,105.7340012,0,0,0,0.0943275,83.2002029,105.7340012,42.8711014,0,0,0,0,0,227,,
5351,526,111.5810013,106.2819977,0.724328,0.311481,1362,0,19.6814003,1303.709961,1464.02002,1002.77002,60.7268982,11.9840002,106.9850006,0,0,0,0.212069,82.4703979,106.9850006,42.9093018,0,0,0,0,0,526,,
5352,581,141.5590057,136.8110046,1.5089999,0.75304,2414,0,23.9528008,1289.430054,1494.199951,998.4249878,60.5386009,9.2313099,104.4940033,0,0,0,0,92.6584015,104.4940033,44.8841019,0,0,0,0,0,581,,
5353,362,101.0510025,138.029007,1.7975301,0.723475,2500,0,47.780201,1290,1493.5,998.3510132,60.5601997,8.7409897,105.5110016,0,0,0,0,91.2212982,105.5110016,44.7811012,0,0,0,0,0,362,,
5354,172,117.9020004,139.3009949,1.33384,0.826065,2281,0,30.7681007,1290.640015,1492.479981,998.3510132,60.580101,6.6072798,106.5270004,0,0,0,0,89.7842026,106.5270004,44.6780014,0,0,0,0,0,172,,
5355,559,131.6690063,139.5870056,3.2969799,2.10042,1474,3,18.3323994,1291.339966,1491.359985,998.3909912,60.5988007,5.1620798,107.5439987,0,0,0,0,88.3470993,107.5439987,44.5750008,0,0,0,0,0,559,,
5356,916,118.586998,135.753006,5.73912,3.6949301,134,403,15.316,1292.560059,1489.02002,998.9199829,60.6010017,4.4647298,107.5039978,0,0,0,0,87.7186966,107.5039978,44.4171982,0,0,0,0,0,916,,
5357,96,153.2149963,132.6609955,3.52637,2.5060999,85,168,13.9314003,1293.810059,1486.619995,999.4699707,60.6025009,4.0046701,107.2030029,0,0,0,0,87.2910995,107.2030029,44.2458,0,0,0,0,0,96,,
5358,152,140.923996,124.1330032,1.74152,0.728068,1485,0,19.4605999,1295.319946,1483.550049,1000.27002,60.5960999,4.4284801,106.901001,0,0,0,0,86.8634033,106.901001,44.0744019,0,0,0,0,0,152,,
5359,397,124.776001,119.5749969,1.55409,0.573259,2422,0,25.618,1296.800049,1480.540039,1001.030029,60.5910988,7.0879302,106.5999985,0,0,0,0,86.4357986,106.5999985,43.9029999,0,0,0,0,0,397,,
5360,243,125.310997,155.7169952,1.8014899,1.04812,1565,0,15.2756004,1282.77002,1500.479981,997.2030029,60.449501,13.6049995,97.2231979,0,0,0,0,102.8320007,97.2231979,45.6609993,0,0,0,0,0,243,,
5361,206,139.8609924,151.5209961,1.51153,0.674167,284,0,22.4251995,1283.98999,1499.369995,997.7000122,60.4460983,11.3281002,97.5214996,0,0,0,0,102.4980011,97.5214996,45.5974007,0,0,0,0,0,206,,
5362,49,79.7602997,147.7870026,1.6899,0.71539,104,0,16.4976997,1285.060059,1498.329956,998.0650024,60.4485016,5.9296298,98.3952026,0,0,0,0,101.2809982,98.3952026,45.5023003,0,0,0,0,0,49,,
5363,264,96.4857025,145.9340057,1.32362,0.682984,463,0,13.1416998,1286.109985,1497.329956,998.40802,60.4516983,3.8533599,99.4116974,0,0,0,0,99.8438034,99.4116974,45.3992004,0,0,0,0,0,264,,
5364,481,160.2050018,142.6790009,2.98809,2.21243,607,242,14.1108999,1286.839966,1496.73999,998.4710083,60.4659996,4.55515,100.4280014,0,0,0,0,98.4067001,100.4280014,45.2961998,0,0,0,0,0,481,,
5365,330,206.1499939,147.9869995,2.18103,1.00483,828,0,18.7311001,1287.569946,1496.150024,998.5280151,60.4805984,10.7915001,101.4449997,0,0,0,0,96.9695969,101.4449997,45.1931992,0,0,0,0,0,330,,
5366,283,85.2144012,147.4929962,1.1922899,0.534759,2069,0,30.0720005,1288.219971,1495.51001,998.5200195,60.4986,17.4803009,102.4609985,0,0,0,0,95.5325012,102.4609985,45.0900993,0,0,0,0,0,283,,
5367,223,151.7200012,142.9839935,2.34759,0.921331,2500,0,21.4111004,1288.859985,1494.869995,998.5059814,60.5168991,12.1899996,103.4779968,0,0,0,0,94.0954971,103.4779968,44.9870987,0,0,0,0,0,223,,
5368,162,225.9360046,198.4909973,2.4143701,1.02623,1677,0,14.1744003,1272.900024,1505.280029,993.2509766,60.4945984,2.98772,94.8367004,0,0,0,0,105.5,94.8367004,46.1693993,0,0,0,0,0,162,,
5369,119,249.4409943,194.4459991,3.5102899,1.63038,1139,0,10.9502001,1274.670044,1504.130005,994.21698,60.4698982,2.6458099,95.1350021,0,0,0,0,105.1660004,95.1350021,46.1058998,0,0,0,0,0,119,,
5370,413,201.7250061,182.8560028,8.29739,4.36237,406,0,10.5986996,1275.560059,1504.48999,994.3969727,60.4743004,2.5432701,95.4332962,0,0,0,0,104.8330002,95.4332962,46.0423012,0,0,0,0,0,413,,
5371,650,186.4320068,170.7290039,6.8480401,5.4697399,1338,6,11.1295004,1276.459961,1504.800049,994.5859985,60.4785004,2.78655,95.7315979,0,0,0,0,104.4990005,95.7315979,45.9788017,0,0,0,0,0,650,,
5372,140,152.6660004,169.3110046,4.8031502,3.39832,1014,0,14.4764004,1277.48999,1504.619995,994.8930054,60.4794998,3.6621001,96.0298996,0,0,0,0,104.1660004,96.0298996,45.9151993,0,0,0,0,0,140,,
5373,155,96.8578033,172.7680054,2.1062601,0.981089,1584,0,18.5412006,1278.550049,1504.349976,995.2340088,60.4794006,6.7752099,96.3282013,0,0,0,0,103.8320007,96.3282013,45.8516998,0,0,0,0,0,155,,
5374,600,116.7080002,167.1959991,2.2063899,0.965597,1876,0,21.3887005,1280.050049,1502.959961,995.973999,60.4659996,12.5707998,96.6266022,0,0,0,0,103.4990005,96.6266022,45.7881012,0,0,0,0,0,600,,
5375,456,181.1269989,160.2089996,2.6861601,1.11633,2181,0,22.6401997,1281.530029,1501.599976,996.6959839,60.4533997,14.5064001,96.9248962,0,0,0,0,103.1650009,96.9248962,45.7244987,0,0,0,0,0,456,,
5376,368,178.3300018,236.2929993,10.1259003,5.3469701,987,0,8.6005802,1265.27002,1497.02002,991.5219727,60.4968987,1.62517,99.8712997,0,0,0,0,102.677002,99.8712997,48.3401985,0,0,0,0,0,368,,
5377,81,138.9459991,232.8320007,6.9794202,3.68979,650,0,7.7582202,1266.900024,1497.209961,992.3400269,60.4729004,1.9988101,99.1387024,0,0,0,0,103.1060028,99.1387024,48.0457993,0,0,0,0,0,81,,
5378,90,180.1080017,204.7220001,9.7254896,5.3516202,1803,0,8.184,1268.439941,1497.359985,993.0750122,60.4528008,3.65011,98.4061966,0,0,0,0,103.5350037,98.4061966,47.7513008,0,0,0,0,0,90,,
5379,91,117.8280029,193.4069977,2.609,1.38051,2500,0,8.7930498,1269.900024,1497.630005,993.7479858,60.4351006,5.7793598,97.6735992,0,0,0,0,103.9649963,97.6735992,47.4567986,0,0,0,0,0,91,,
5380,415,211.7429962,179.3220062,9.0331001,4.95504,2332,162,10.0663996,1270.540039,1499.300049,993.6829834,60.4448013,5.9877701,96.9411011,0,0,0,0,104.3939972,96.9411011,47.1623001,0,0,0,0,0,415,,
5381,213,156.0820007,176.1000061,8.2711096,4.2907,2195,305,13.0455999,1271.130005,1501.060059,993.5650024,60.456501,6.3093901,96.2085037,0,0,0,0,104.822998,96.2085037,46.8679008,0,0,0,0,0,213,,
5382,475,139.1799927,198.4869995,4.7990198,2.12184,2500,0,18.5851994,1271.02002,1503.959961,992.822998,60.4916,6.8993702,95.4758987,0,0,0,0,105.2519989,95.4758987,46.5733986,0,0,0,0,0,475,,
5383,324,68.9340973,202.1759949,1.7297,0.817992,2458,0,21.6574993,1271.060059,1506.540039,992.2180176,60.521801,4.72118,94.7434006,0,0,0,0,105.6809998,94.7434006,46.2789001,0,0,0,0,0,324,,
5384,55,109.7590027,339.7149963,10.9516001,5.8316698,1418,0,11.6890001,1246.449951,1502.969971,979.8430176,60.892601,2.0481801,108.0979996,0,0,0,1.3851,98.7447968,108.0979996,50.0610008,0,0,0,0,0,55,,
5385,507,94.7250977,338.7219849,15.2461004,10.3283005,452,7,10.1514997,1247.51001,1505.280029,980.117981,60.8832016,1.35488,106.9110031,0,0,0,1.11868,99.2698975,106.9110031,49.8886986,0,0,0,0,0,507,,
5386,78,166.0679932,329.6289978,11.5735998,7.01823,1560,0,9.4926901,1249.880005,1504.77002,981.5839844,60.8321991,1.18543,105.7229996,0,0,0,0.852254,99.7949982,105.7229996,49.7164001,0,0,0,0,0,78,,
5387,149,174.6109924,295.6809998,17.9099998,10.7931004,165,0,8.8963804,1252.27002,1504.180054,983.0739746,60.7804985,1.2427,104.5350037,0,0,0,0.585829,100.3199997,104.5350037,49.5439987,0,0,0,0,0,149,,
5388,59,126.2040024,289.3349915,10.9007998,7.5065298,1153,0,8.5911398,1254.969971,1502.75,984.8480225,60.719799,1.29471,103.3470001,0,0,0,0.319405,100.8450012,103.3470001,49.3717003,0,0,0,0,0,59,,
5389,215,149.9450073,252.2570038,14.4687004,10.0431004,409,0,8.2403898,1257.689941,1501.26001,986.6450195,60.6584015,1.30282,102.1600037,0,0,0,0.0529807,101.3700027,102.1600037,49.1994019,0,0,0,0,0,215,,
5390,40,158.2819977,226.4609985,11.6539001,5.72436,185,0,8.6070299,1260.719971,1498.939941,988.7199707,60.5881004,1.33478,101.3359985,0,0,0,0,101.8190002,101.3359985,48.9291992,0,0,0,0,0,40,,
5391,278,183.7070007,211.6529999,12.9601002,10.0740004,13,0,8.9314804,1263.640015,1496.819946,990.697998,60.5213013,1.47439,100.6039963,0,0,0,0,102.2480011,100.6039963,48.6347008,0,0,0,0,0,278,,
5392,263,159.1119995,396.7669983,16.3405991,7.84934,791,0,0.906129,1235.369995,1486.109985,975.4180298,61.0684013,1.2302099,118.1169968,0,0,0,2.93432,95.3319016,118.1169968,52.3989983,0,0,0,0,0,263,,
5393,103,162.9519958,368.3919983,24.0830002,11.3262997,2108,7,0.989279,1234.780029,1492.579956,974.1660156,61.1083984,1.3600301,116.7679977,0,0,0,2.84989,95.6107025,116.7679977,51.9267998,0,0,0,0,0,103,,
5394,193,185.6210022,354.1099854,13.4383001,9.2305698,1676,0,3.51893,1235.189941,1496.869995,973.8239746,61.1170998,1.61552,115.4179993,0,0,0,2.76546,95.8895035,115.4179993,51.4546013,0,0,0,0,0,193,,
5395,153,154.5939941,302.776001,22.2157001,12.2035999,476,159,4.5889902,1235.829956,1500.660034,973.6989746,61.1181984,1.79268,114.0690002,0,0,0,2.68103,96.1681976,114.0690002,50.9822998,0,0,0,0,0,153,,
5396,26,148.8690033,308.2820129,15.4672003,7.1111999,1813,0,8.0471601,1239.300049,1498.619995,976.1400146,61.0287018,2.3775101,112.848999,0,0,0,2.4507999,96.6444016,112.848999,50.7504005,0,0,0,0,0,26,,
5397,4,97.0738983,317.4779968,13.6155005,6.3129201,1198,0,10.8372002,1242.609985,1496.869995,978.440979,60.9444008,4.1352801,111.6620026,0,0,0,2.1843801,97.1695023,111.6620026,50.5779991,0,0,0,0,0,4,,
5398,92,121.7669983,329.2210083,10.0319996,4.6997299,2456,0,12.3631001,1244.069946,1498.619995,979.072998,60.9207993,4.6995902,110.473999,0,0,0,1.91795,97.694603,110.473999,50.4057007,0,0,0,0,0,92,,
5399,512,110.3850021,341.7489929,7.5686598,3.9770601,2280,0,12.9596004,1245.48999,1500.430054,979.6690063,60.8986015,3.2644801,109.2860031,0,0,0,1.65153,98.2197037,109.2860031,50.2333984,0,0,0,0,0,512,,
5400,159,119.8580017,275.7260132,7.0294099,4.7989402,1904,0,11.0707998,1232.530029,1446.469971,978.7089844,61.0098,2.6786001,127.2850037,0,0,0,4.2269001,92.7170029,127.2850037,56.0508003,0,0,0,0,0,159,,
5401,355,161.2449951,283.8919983,5.9190898,2.93347,2290,0,18.3735008,1232.589966,1452.359985,978.0120239,61.0247002,2.4412401,127.2910004,0,0,0,3.6277001,93.3167038,127.2910004,55.6837006,0,0,0,0,0,355,,
5402,67,153.397995,301.651001,7.81919,3.18048,1101,0,2.25227,1235.119995,1453.150024,979.5670166,60.9603004,1.9138401,126.2109985,0,0,0,3.4409101,93.6593018,126.2109985,55.232399,0,0,0,0,0,67,,
5403,832,133.2140045,299.9909973,10.4167995,8.8289204,349,0,0.359244,1237.449951,1454.329956,980.9390259,60.9025993,1.53406,124.8619995,0,0,0,3.3564799,93.9381027,124.8619995,54.7602005,0,0,0,0,0,832,,
